,age,job,marital,education,default,balance,housing,loan,contact,day,month,previous,poutcome,y
5127,31,management,married,tertiary,no,4924.0,yes,no,unknown,21,may,0,unknown,no
5128,32,technician,married,secondary,no,4174.0,yes,no,unknown,21,may,0,unknown,no
5129,34,blue-collar,married,secondary,no,360.0,yes,no,unknown,21,may,0,unknown,no
5130,32,services,married,secondary,no,255.0,yes,yes,unknown,21,may,0,unknown,no
5131,34,technician,divorced,primary,no,3744.0,yes,no,unknown,21,may,0,unknown,no
5132,37,management,married,tertiary,no,2205.0,no,no,unknown,21,may,0,unknown,no
5133,31,technician,married,secondary,no,510.0,yes,no,unknown,21,may,0,unknown,no
5134,30,blue-collar,married,unknown,no,198.0,yes,no,unknown,21,may,0,unknown,no
5135,31,management,single,tertiary,no,24870.0,yes,no,unknown,21,may,0,unknown,no
5136,32,blue-collar,married,secondary,no,43.0,yes,no,unknown,21,may,0,unknown,no
5137,33,administrative,single,secondary,no,1779.0,yes,no,unknown,21,may,0,unknown,no
5138,31,technician,married,secondary,no,589.0,yes,yes,unknown,21,may,0,unknown,no
5139,31,blue-collar,married,secondary,no,664.0,yes,yes,unknown,21,may,0,unknown,no
5140,28,services,single,secondary,no,115.0,yes,no,unknown,21,may,0,unknown,no
5141,36,entrepreneur,married,secondary,no,352.0,yes,no,unknown,21,may,0,unknown,no
5142,38,blue-collar,single,secondary,no,745.0,yes,no,unknown,21,may,0,unknown,no
5143,31,administrative,single,secondary,no,5527.0,yes,no,unknown,21,may,0,unknown,no
5144,31,services,single,secondary,no,629.0,yes,no,unknown,21,may,0,unknown,no
5145,36,blue-collar,married,secondary,no,342.0,yes,yes,unknown,21,may,0,unknown,no
5146,37,technician,single,secondary,no,3326.0,yes,no,unknown,21,may,0,unknown,yes
5147,36,administrative,divorced,secondary,yes,-491.0,yes,yes,unknown,21,may,0,unknown,no
5148,31,blue-collar,single,secondary,no,0.0,yes,no,unknown,21,may,0,unknown,no
5149,34,services,married,secondary,no,286.0,yes,no,unknown,21,may,0,unknown,no
5150,34,management,married,tertiary,no,4170.0,yes,no,unknown,21,may,0,unknown,no
5151,32,administrative,married,secondary,no,76.0,yes,no,unknown,21,may,0,unknown,no
5152,31,administrative,single,tertiary,no,-194.0,no,no,unknown,21,may,0,unknown,no
5153,33,administrative,married,secondary,no,1499.0,yes,no,unknown,21,may,0,unknown,no
5154,34,blue-collar,single,primary,no,245.0,yes,no,unknown,21,may,0,unknown,no
5155,35,blue-collar,single,primary,no,49.0,yes,no,unknown,21,may,0,unknown,no
5156,30,technician,married,secondary,no,4733.0,yes,no,unknown,21,may,0,unknown,no
5157,36,blue-collar,married,primary,no,0.0,yes,no,unknown,21,may,0,unknown,no
5158,26,management,single,tertiary,no,1284.0,yes,no,unknown,21,may,0,unknown,no
5159,44,retired,married,primary,no,779.0,yes,no,unknown,21,may,0,unknown,no
5160,23,blue-collar,single,primary,no,965.0,yes,no,unknown,21,may,0,unknown,no
5161,36,blue-collar,divorced,secondary,no,625.0,yes,no,unknown,21,may,0,unknown,no
5162,39,blue-collar,married,primary,no,568.0,yes,no,unknown,21,may,0,unknown,no
5163,49,blue-collar,married,secondary,no,913.0,yes,yes,unknown,21,may,0,unknown,no
5164,38,blue-collar,married,secondary,no,622.0,yes,no,unknown,21,may,0,unknown,yes
5165,51,management,married,secondary,no,140.0,yes,no,unknown,21,may,0,unknown,no
5166,25,services,single,secondary,no,-61.0,yes,no,unknown,21,may,0,unknown,no
5167,39,technician,married,secondary,no,4441.0,yes,no,unknown,21,may,0,unknown,no
5168,31,blue-collar,married,secondary,no,1138.0,yes,yes,unknown,21,may,0,unknown,no
5169,37,management,married,tertiary,no,0.0,yes,yes,unknown,21,may,0,unknown,no
5170,27,technician,married,secondary,no,-147.0,yes,yes,unknown,21,may,0,unknown,no
5171,32,blue-collar,married,primary,no,159.0,yes,no,unknown,21,may,0,unknown,no
5172,34,blue-collar,married,primary,no,336.0,yes,no,unknown,21,may,0,unknown,no
5173,46,blue-collar,married,secondary,no,2173.0,yes,no,unknown,21,may,0,unknown,no
5174,37,blue-collar,married,primary,no,1455.0,yes,no,unknown,21,may,0,unknown,no
5175,36,blue-collar,married,secondary,no,439.0,yes,no,unknown,21,may,0,unknown,no
5176,32,blue-collar,married,secondary,no,783.0,yes,no,unknown,21,may,0,unknown,yes
5177,31,blue-collar,single,primary,no,-280.0,no,no,unknown,21,may,0,unknown,no
5178,53,blue-collar,married,secondary,no,1023.0,yes,no,unknown,21,may,0,unknown,no
5179,33,technician,divorced,secondary,no,4369.0,yes,no,unknown,21,may,0,unknown,no
5180,30,blue-collar,single,secondary,no,144.0,yes,no,unknown,21,may,0,unknown,no
5181,31,housemaid,single,secondary,no,540.0,no,no,unknown,21,may,0,unknown,no
5182,38,blue-collar,single,primary,no,-5.0,yes,no,unknown,21,may,0,unknown,no
5183,30,blue-collar,single,secondary,no,906.0,yes,yes,unknown,21,may,0,unknown,no
5184,49,blue-collar,married,secondary,no,1568.0,no,no,unknown,21,may,0,unknown,no
5185,44,blue-collar,married,primary,no,858.0,yes,no,unknown,21,may,0,unknown,no
5186,32,management,married,tertiary,no,3696.0,no,no,unknown,21,may,0,unknown,no
5187,56,administrative,married,secondary,no,3784.0,no,no,unknown,21,may,0,unknown,no
5188,34,entrepreneur,married,secondary,no,3119.0,yes,no,unknown,21,may,0,unknown,no
5189,27,blue-collar,single,primary,no,1518.0,yes,no,unknown,21,may,0,unknown,no
5190,47,services,married,unknown,no,4822.0,yes,no,unknown,21,may,0,unknown,no
5191,35,services,married,secondary,no,0.0,yes,no,unknown,21,may,0,unknown,no
5192,40,management,single,tertiary,no,1393.0,yes,no,unknown,21,may,0,unknown,no
5193,30,blue-collar,married,primary,no,1023.0,yes,no,unknown,21,may,0,unknown,no
5194,48,management,married,tertiary,no,4191.0,no,no,unknown,21,may,0,unknown,no
5195,39,unemployed,single,secondary,no,2645.0,yes,no,unknown,21,may,0,unknown,no
5196,33,blue-collar,married,secondary,no,0.0,yes,no,unknown,21,may,0,unknown,yes
5197,38,blue-collar,married,secondary,no,776.0,yes,no,unknown,21,may,0,unknown,no
5198,33,blue-collar,married,primary,no,1165.0,yes,no,unknown,21,may,0,unknown,no
5199,37,management,married,tertiary,no,412.0,yes,no,unknown,21,may,0,unknown,no
5200,57,management,divorced,tertiary,no,461.0,yes,no,unknown,21,may,0,unknown,no
5201,36,blue-collar,married,primary,no,-402.0,no,no,unknown,21,may,0,unknown,no
5202,37,management,married,tertiary,no,1813.0,yes,no,unknown,21,may,0,unknown,no
5203,32,management,single,tertiary,no,1169.0,yes,no,unknown,21,may,0,unknown,no
5204,26,entrepreneur,single,secondary,no,0.0,yes,no,unknown,21,may,0,unknown,no
5205,33,blue-collar,married,primary,no,511.0,yes,no,unknown,21,may,0,unknown,no
5206,46,blue-collar,married,primary,no,328.0,yes,no,unknown,21,may,0,unknown,no
5207,27,services,single,secondary,no,259.0,yes,no,unknown,23,may,0,unknown,no
5208,52,blue-collar,married,primary,no,126.0,no,no,unknown,23,may,0,unknown,no
5209,36,technician,married,secondary,no,5902.0,yes,no,unknown,23,may,0,unknown,no
5210,33,management,married,tertiary,no,10.0,yes,no,unknown,23,may,0,unknown,no
5211,35,management,single,tertiary,no,3137.0,yes,no,unknown,23,may,0,unknown,no
5212,35,administrative,married,secondary,no,2238.0,yes,no,unknown,23,may,0,unknown,no
5213,28,self-employed,single,secondary,no,131.0,yes,no,unknown,23,may,0,unknown,no
5214,35,blue-collar,single,secondary,no,773.0,yes,no,unknown,23,may,0,unknown,no
5215,30,services,single,secondary,no,399.0,yes,yes,unknown,23,may,0,unknown,no
5216,52,management,married,secondary,no,173.0,no,no,unknown,23,may,0,unknown,no
5217,36,blue-collar,single,secondary,no,690.0,yes,no,unknown,23,may,0,unknown,no
5218,39,services,married,primary,no,1601.0,yes,no,unknown,23,may,0,unknown,no
5219,39,blue-collar,married,secondary,no,439.0,yes,no,unknown,23,may,0,unknown,no
5220,33,management,married,secondary,no,3132.0,yes,no,unknown,23,may,0,unknown,no
5221,32,services,single,secondary,no,-408.0,yes,no,unknown,23,may,0,unknown,no
5222,29,administrative,married,secondary,no,265.0,yes,no,unknown,23,may,0,unknown,no
5223,37,technician,single,secondary,no,363.0,yes,no,unknown,23,may,0,unknown,no
5224,43,technician,married,secondary,no,8541.0,yes,no,unknown,23,may,0,unknown,no
5225,33,technician,single,secondary,no,486.0,yes,no,unknown,23,may,0,unknown,no
5226,33,technician,single,tertiary,no,594.0,yes,yes,unknown,23,may,0,unknown,no
5227,32,blue-collar,married,secondary,yes,98.0,no,yes,unknown,23,may,0,unknown,no
5228,54,blue-collar,divorced,secondary,no,462.0,yes,no,unknown,23,may,0,unknown,no
5229,33,blue-collar,single,secondary,no,372.0,yes,no,unknown,23,may,0,unknown,no
5230,33,administrative,single,secondary,no,1221.0,yes,no,unknown,23,may,0,unknown,no
5231,38,self-employed,single,tertiary,no,917.0,yes,no,unknown,23,may,0,unknown,no
5232,34,management,single,tertiary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5233,33,technician,married,secondary,no,884.0,yes,no,unknown,23,may,0,unknown,no
5234,32,technician,married,secondary,no,587.0,yes,no,unknown,23,may,0,unknown,no
5235,31,self-employed,single,tertiary,no,91.0,no,no,unknown,23,may,0,unknown,no
5236,33,entrepreneur,married,primary,no,165.0,yes,no,unknown,23,may,0,unknown,no
5237,34,technician,married,secondary,no,456.0,yes,no,unknown,23,may,0,unknown,no
5238,35,blue-collar,married,primary,no,994.0,yes,no,unknown,23,may,0,unknown,yes
5239,31,technician,single,tertiary,no,1710.0,yes,no,unknown,23,may,0,unknown,no
5240,33,blue-collar,married,secondary,no,1138.0,yes,yes,unknown,23,may,0,unknown,no
5241,31,blue-collar,married,secondary,no,360.0,yes,no,unknown,23,may,0,unknown,no
5242,32,management,married,tertiary,no,2737.0,yes,yes,unknown,23,may,0,unknown,no
5243,36,management,married,tertiary,no,8564.0,yes,no,unknown,23,may,0,unknown,no
5244,30,blue-collar,single,secondary,no,435.0,yes,yes,unknown,23,may,0,unknown,no
5245,43,technician,single,tertiary,no,4243.0,yes,no,unknown,23,may,0,unknown,no
5246,55,blue-collar,married,secondary,no,989.0,yes,yes,unknown,23,may,0,unknown,no
5247,31,technician,single,secondary,no,1186.0,yes,no,unknown,23,may,0,unknown,no
5248,32,blue-collar,married,primary,no,1261.0,yes,no,unknown,23,may,0,unknown,no
5249,33,blue-collar,married,secondary,no,25.0,yes,no,unknown,23,may,0,unknown,no
5250,31,blue-collar,married,primary,no,206.0,yes,no,unknown,23,may,0,unknown,no
5251,35,technician,single,secondary,no,11423.0,yes,no,unknown,23,may,0,unknown,no
5252,30,blue-collar,married,primary,no,184.0,yes,no,unknown,23,may,0,unknown,no
5253,35,self-employed,divorced,tertiary,no,1354.0,yes,no,unknown,23,may,0,unknown,yes
5254,29,self-employed,married,tertiary,no,751.0,yes,no,unknown,23,may,0,unknown,no
5255,36,blue-collar,married,primary,no,711.0,yes,no,unknown,23,may,0,unknown,no
5256,37,blue-collar,married,secondary,no,453.0,yes,yes,unknown,23,may,0,unknown,no
5257,32,technician,married,tertiary,no,1129.0,yes,no,unknown,23,may,0,unknown,no
5258,33,entrepreneur,married,primary,no,237.0,yes,no,unknown,23,may,0,unknown,no
5259,34,services,single,secondary,no,1239.0,yes,no,unknown,23,may,0,unknown,no
5260,37,technician,married,secondary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5261,33,blue-collar,married,primary,no,392.0,yes,no,unknown,23,may,0,unknown,no
5262,34,blue-collar,married,primary,no,2490.0,yes,no,unknown,23,may,0,unknown,no
5263,37,technician,single,secondary,no,6714.0,yes,no,unknown,23,may,0,unknown,no
5264,31,blue-collar,married,secondary,no,873.0,yes,no,unknown,23,may,0,unknown,no
5265,34,technician,married,secondary,no,1464.0,yes,no,unknown,23,may,0,unknown,no
5266,35,blue-collar,single,primary,no,90.0,yes,no,unknown,23,may,0,unknown,no
5267,31,blue-collar,married,secondary,no,714.0,yes,no,unknown,23,may,0,unknown,no
5268,33,blue-collar,married,primary,no,463.0,yes,no,unknown,23,may,0,unknown,no
5269,40,self-employed,married,secondary,no,1516.0,yes,yes,unknown,23,may,0,unknown,no
5270,31,blue-collar,single,secondary,no,509.0,yes,no,unknown,23,may,0,unknown,no
5271,30,technician,married,secondary,no,207.0,yes,no,unknown,23,may,0,unknown,no
5272,30,management,single,tertiary,no,3967.0,yes,no,unknown,23,may,0,unknown,no
5273,37,blue-collar,married,primary,no,3517.0,yes,no,unknown,23,may,0,unknown,no
5274,38,services,married,secondary,no,435.0,yes,no,unknown,23,may,0,unknown,no
5275,33,blue-collar,married,secondary,no,6227.0,yes,no,unknown,23,may,0,unknown,no
5276,34,technician,married,secondary,no,1092.0,no,no,unknown,23,may,0,unknown,no
5277,35,services,divorced,secondary,no,394.0,yes,no,unknown,23,may,0,unknown,no
5278,30,blue-collar,single,secondary,no,239.0,yes,no,unknown,23,may,0,unknown,yes
5279,40,blue-collar,married,primary,yes,-509.0,yes,no,unknown,23,may,0,unknown,no
5280,31,services,single,secondary,no,-32.0,yes,no,unknown,23,may,0,unknown,no
5281,32,management,single,tertiary,no,11315.0,no,no,unknown,23,may,0,unknown,no
5282,31,services,married,secondary,no,1273.0,yes,no,unknown,23,may,0,unknown,no
5283,30,services,single,secondary,no,1649.0,yes,no,unknown,23,may,0,unknown,no
5284,34,services,single,secondary,no,84.0,yes,no,unknown,23,may,0,unknown,no
5285,30,blue-collar,married,secondary,no,278.0,yes,yes,unknown,23,may,0,unknown,yes
5286,32,services,single,secondary,no,2459.0,yes,yes,unknown,23,may,0,unknown,no
5287,31,technician,married,secondary,no,4941.0,yes,no,unknown,23,may,0,unknown,no
5288,34,blue-collar,divorced,secondary,no,3798.0,yes,no,unknown,23,may,0,unknown,no
5289,30,blue-collar,married,primary,no,597.0,yes,no,unknown,23,may,0,unknown,no
5290,32,management,single,secondary,no,-32.0,yes,no,unknown,23,may,0,unknown,no
5291,37,administrative,married,secondary,no,525.0,yes,no,unknown,23,may,0,unknown,no
5292,33,self-employed,married,tertiary,no,416.0,yes,yes,unknown,23,may,0,unknown,no
5293,31,administrative,single,secondary,no,680.0,yes,no,unknown,23,may,0,unknown,no
5294,37,administrative,divorced,tertiary,no,4303.0,yes,no,unknown,23,may,0,unknown,no
5295,32,management,single,tertiary,no,3050.0,yes,no,unknown,23,may,0,unknown,no
5296,34,blue-collar,married,secondary,no,750.0,yes,no,unknown,23,may,0,unknown,no
5297,34,administrative,single,secondary,no,5547.0,yes,no,unknown,23,may,0,unknown,no
5298,35,management,single,tertiary,no,643.0,yes,no,unknown,23,may,0,unknown,no
5299,33,technician,divorced,tertiary,no,-386.0,yes,no,unknown,23,may,0,unknown,no
5300,31,management,married,tertiary,no,5889.0,yes,no,unknown,23,may,0,unknown,no
5301,32,services,married,secondary,no,207.0,yes,no,unknown,23,may,0,unknown,no
5302,32,student,single,secondary,no,1883.0,yes,no,unknown,23,may,0,unknown,no
5303,32,blue-collar,married,primary,no,697.0,yes,no,unknown,23,may,0,unknown,no
5304,31,self-employed,single,tertiary,no,14692.0,yes,no,unknown,23,may,0,unknown,no
5305,30,blue-collar,married,primary,no,595.0,yes,no,unknown,23,may,0,unknown,no
5306,30,management,single,tertiary,no,1243.0,yes,no,unknown,23,may,0,unknown,no
5307,41,self-employed,married,tertiary,no,-326.0,yes,yes,unknown,23,may,0,unknown,no
5308,33,management,married,tertiary,no,17946.0,yes,no,unknown,23,may,0,unknown,no
5309,34,administrative,divorced,secondary,no,2144.0,yes,no,unknown,23,may,0,unknown,no
5310,39,management,married,secondary,no,1410.0,yes,no,unknown,23,may,0,unknown,no
5311,33,management,married,unknown,no,18347.0,yes,no,unknown,23,may,0,unknown,no
5312,33,technician,single,secondary,no,177.0,yes,no,unknown,23,may,0,unknown,no
5313,22,blue-collar,single,secondary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5314,35,technician,married,secondary,no,291.0,no,no,unknown,23,may,0,unknown,no
5315,34,administrative,single,secondary,no,1880.0,yes,no,unknown,23,may,0,unknown,no
5316,31,management,married,tertiary,no,7.0,yes,no,unknown,23,may,0,unknown,no
5317,39,technician,single,tertiary,no,21.0,yes,no,unknown,23,may,0,unknown,no
5318,30,management,single,tertiary,no,136.0,yes,no,unknown,23,may,0,unknown,no
5319,36,technician,single,secondary,no,9068.0,yes,no,unknown,23,may,0,unknown,no
5320,31,entrepreneur,single,secondary,no,159.0,yes,no,unknown,23,may,0,unknown,no
5321,42,services,married,primary,no,2557.0,yes,no,unknown,23,may,0,unknown,no
5322,39,technician,married,secondary,no,287.0,yes,no,unknown,23,may,0,unknown,no
5323,25,student,single,secondary,no,1765.0,yes,no,unknown,23,may,0,unknown,no
5324,34,blue-collar,married,primary,no,571.0,yes,no,unknown,23,may,0,unknown,no
5325,31,administrative,single,tertiary,no,0.0,yes,yes,unknown,23,may,0,unknown,no
5326,35,technician,married,secondary,no,700.0,yes,no,unknown,23,may,0,unknown,no
5327,44,blue-collar,single,unknown,no,0.0,yes,no,unknown,23,may,0,unknown,no
5328,28,blue-collar,married,secondary,no,59.0,yes,yes,unknown,23,may,0,unknown,no
5329,28,technician,single,tertiary,no,370.0,yes,no,unknown,23,may,0,unknown,no
5330,31,entrepreneur,married,tertiary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5331,32,blue-collar,married,primary,no,225.0,yes,no,unknown,23,may,0,unknown,no
5332,36,administrative,married,secondary,no,-118.0,yes,yes,unknown,23,may,0,unknown,no
5333,32,technician,single,tertiary,no,390.0,yes,no,unknown,23,may,0,unknown,no
5334,37,management,single,tertiary,no,1379.0,yes,no,unknown,23,may,0,unknown,no
5335,36,blue-collar,single,secondary,no,1168.0,yes,no,unknown,23,may,0,unknown,no
5336,41,retired,married,secondary,no,287.0,no,no,unknown,23,may,0,unknown,no
5337,32,blue-collar,married,secondary,no,2549.0,yes,no,unknown,23,may,0,unknown,no
5338,34,administrative,married,secondary,no,79.0,yes,no,unknown,23,may,0,unknown,no
5339,31,management,single,tertiary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5340,32,blue-collar,married,primary,no,827.0,yes,no,unknown,23,may,0,unknown,no
5341,39,management,married,tertiary,no,12.0,yes,no,unknown,23,may,0,unknown,no
5342,36,blue-collar,married,primary,no,973.0,yes,yes,unknown,23,may,0,unknown,no
5343,34,housemaid,single,secondary,no,1408.0,yes,no,unknown,23,may,0,unknown,no
5344,34,blue-collar,married,secondary,no,2495.0,yes,no,unknown,23,may,0,unknown,yes
5345,35,management,married,secondary,no,339.0,yes,no,unknown,23,may,0,unknown,no
5346,32,technician,married,secondary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5347,36,blue-collar,married,secondary,no,520.0,yes,no,unknown,23,may,0,unknown,no
5348,40,services,divorced,secondary,no,5745.0,yes,yes,unknown,23,may,0,unknown,no
5349,36,blue-collar,married,secondary,no,222.0,yes,no,unknown,23,may,0,unknown,no
5350,33,self-employed,married,tertiary,no,-355.0,yes,no,unknown,23,may,0,unknown,no
5351,31,management,divorced,tertiary,no,1804.0,yes,no,unknown,23,may,0,unknown,no
5352,30,blue-collar,married,secondary,no,253.0,yes,no,unknown,23,may,0,unknown,no
5353,33,blue-collar,married,secondary,no,524.0,yes,no,unknown,23,may,0,unknown,no
5354,29,administrative,single,secondary,no,132.0,no,no,unknown,23,may,0,unknown,no
5355,36,management,divorced,tertiary,yes,-1.0,yes,yes,unknown,23,may,0,unknown,no
5356,47,technician,married,secondary,no,-401.0,yes,no,unknown,23,may,0,unknown,no
5357,32,blue-collar,married,primary,no,410.0,yes,no,unknown,23,may,0,unknown,no
5358,32,technician,married,secondary,no,3155.0,yes,no,unknown,23,may,0,unknown,no
5359,50,technician,married,tertiary,no,247.0,no,no,unknown,23,may,0,unknown,no
5360,41,management,single,tertiary,no,16.0,no,no,unknown,23,may,0,unknown,no
5361,29,housemaid,married,secondary,no,823.0,yes,no,unknown,23,may,0,unknown,no
5362,24,administrative,single,tertiary,no,1141.0,yes,no,unknown,23,may,0,unknown,no
5363,56,blue-collar,married,primary,no,246.0,yes,no,unknown,23,may,0,unknown,no
5364,55,blue-collar,married,unknown,no,-102.0,yes,no,unknown,23,may,0,unknown,no
5365,32,management,single,tertiary,no,151.0,no,no,unknown,23,may,0,unknown,no
5366,32,technician,single,tertiary,no,1212.0,yes,no,unknown,23,may,0,unknown,no
5367,56,retired,married,secondary,no,397.0,yes,no,unknown,23,may,0,unknown,no
5368,32,self-employed,married,primary,no,-6.0,no,no,unknown,23,may,0,unknown,no
5369,28,blue-collar,single,secondary,no,56.0,yes,no,unknown,23,may,0,unknown,no
5370,34,blue-collar,single,secondary,no,1156.0,yes,no,unknown,23,may,0,unknown,no
5371,36,blue-collar,married,primary,no,-327.0,yes,yes,unknown,23,may,0,unknown,no
5372,26,student,single,tertiary,no,1570.0,yes,no,unknown,23,may,0,unknown,no
5373,51,management,divorced,secondary,no,-175.0,yes,yes,unknown,23,may,0,unknown,no
5374,43,technician,divorced,secondary,no,353.0,yes,no,unknown,23,may,0,unknown,no
5375,42,administrative,single,secondary,no,61.0,yes,no,unknown,23,may,0,unknown,no
5376,31,management,single,tertiary,no,-1206.0,yes,no,unknown,23,may,0,unknown,no
5377,29,blue-collar,single,secondary,no,208.0,yes,no,unknown,23,may,0,unknown,no
5378,28,blue-collar,single,secondary,no,38.0,yes,no,unknown,23,may,0,unknown,no
5379,52,administrative,divorced,secondary,no,-209.0,yes,yes,unknown,23,may,0,unknown,no
5380,44,technician,divorced,unknown,no,759.0,yes,no,unknown,23,may,0,unknown,no
5381,38,blue-collar,married,secondary,no,-40.0,yes,no,unknown,23,may,0,unknown,no
5382,28,blue-collar,married,primary,no,4.0,yes,no,unknown,23,may,0,unknown,no
5383,24,services,married,secondary,no,45.0,yes,yes,unknown,23,may,0,unknown,no
5384,29,services,married,secondary,no,-753.0,yes,yes,unknown,23,may,0,unknown,no
5385,24,technician,single,secondary,no,820.0,yes,no,unknown,23,may,0,unknown,no
5386,32,technician,divorced,tertiary,no,0.0,yes,yes,unknown,23,may,0,unknown,no
5387,27,blue-collar,single,secondary,no,672.0,yes,no,unknown,23,may,0,unknown,no
5388,41,technician,married,tertiary,no,-762.0,yes,yes,unknown,23,may,0,unknown,no
5389,42,management,single,tertiary,no,422.0,yes,no,unknown,23,may,0,unknown,no
5390,25,blue-collar,married,secondary,no,51.0,yes,no,unknown,23,may,0,unknown,no
5391,36,administrative,married,secondary,no,1601.0,yes,no,unknown,23,may,0,unknown,no
5392,36,blue-collar,divorced,secondary,no,2278.0,yes,no,unknown,23,may,0,unknown,no
5393,24,services,married,secondary,yes,110.0,yes,no,unknown,23,may,0,unknown,no
5394,32,technician,single,tertiary,no,539.0,yes,yes,unknown,23,may,0,unknown,no
5395,37,administrative,single,secondary,no,-332.0,yes,no,unknown,23,may,0,unknown,no
5396,46,administrative,single,unknown,yes,0.0,no,no,unknown,23,may,0,unknown,no
5397,29,administrative,single,secondary,no,468.0,yes,yes,unknown,23,may,0,unknown,no
5398,43,unemployed,married,primary,no,240.0,yes,no,unknown,23,may,0,unknown,no
5399,30,services,married,secondary,no,2.0,no,yes,unknown,23,may,0,unknown,no
5400,33,services,divorced,secondary,yes,339.0,yes,no,unknown,23,may,0,unknown,no
5401,46,management,single,secondary,no,295.0,yes,no,unknown,23,may,0,unknown,no
5402,54,technician,married,secondary,no,7252.0,no,no,unknown,23,may,0,unknown,no
5403,36,technician,married,secondary,no,1109.0,yes,no,unknown,23,may,0,unknown,no
5404,40,management,divorced,tertiary,no,-319.0,yes,no,unknown,23,may,0,unknown,no
5405,34,technician,married,secondary,no,5553.0,yes,no,unknown,23,may,0,unknown,no
5406,30,services,single,secondary,no,187.0,yes,no,unknown,23,may,0,unknown,no
5407,30,blue-collar,married,secondary,no,2080.0,yes,no,unknown,23,may,0,unknown,no
5408,45,management,married,tertiary,no,-319.0,yes,no,unknown,23,may,0,unknown,no
5409,25,blue-collar,single,primary,no,-221.0,yes,no,unknown,23,may,0,unknown,no
5410,28,services,married,secondary,no,2114.0,no,yes,unknown,23,may,0,unknown,no
5411,30,blue-collar,single,primary,no,4009.0,yes,no,unknown,23,may,0,unknown,no
5412,35,administrative,divorced,secondary,no,579.0,yes,no,unknown,23,may,0,unknown,no
5413,48,technician,married,secondary,no,3142.0,no,no,unknown,23,may,0,unknown,no
5414,35,blue-collar,married,unknown,no,-205.0,yes,no,unknown,23,may,0,unknown,no
5415,30,blue-collar,single,secondary,no,79.0,no,no,unknown,23,may,0,unknown,no
5416,38,technician,single,secondary,no,-591.0,yes,no,unknown,23,may,0,unknown,no
5417,55,technician,married,tertiary,no,440.0,no,no,unknown,23,may,0,unknown,no
5418,32,blue-collar,divorced,unknown,yes,-274.0,yes,yes,unknown,23,may,0,unknown,no
5419,45,services,married,secondary,no,0.0,yes,yes,unknown,23,may,0,unknown,no
5420,35,technician,single,tertiary,no,2043.0,yes,yes,unknown,23,may,0,unknown,no
5421,30,blue-collar,married,secondary,no,282.0,yes,yes,unknown,23,may,0,unknown,no
5422,31,management,single,tertiary,no,-26.0,yes,yes,unknown,23,may,0,unknown,no
5423,46,management,married,tertiary,no,-267.0,no,no,unknown,23,may,0,unknown,no
5424,29,management,single,tertiary,no,368.0,yes,no,unknown,23,may,0,unknown,no
5425,33,blue-collar,married,secondary,no,745.0,yes,no,unknown,23,may,0,unknown,no
5426,49,management,married,unknown,no,383.0,yes,no,unknown,23,may,0,unknown,no
5427,37,services,divorced,secondary,no,239.0,yes,no,unknown,23,may,0,unknown,no
5428,47,services,married,secondary,no,382.0,yes,no,unknown,23,may,0,unknown,no
5429,39,administrative,divorced,secondary,no,2679.0,yes,yes,unknown,23,may,0,unknown,no
5430,32,blue-collar,single,secondary,no,3.0,yes,no,unknown,23,may,0,unknown,no
5431,55,technician,married,unknown,no,4746.0,yes,no,unknown,23,may,0,unknown,no
5432,41,technician,single,secondary,no,30.0,no,no,unknown,23,may,0,unknown,no
5433,39,unemployed,married,secondary,no,-455.0,yes,no,unknown,23,may,0,unknown,no
5434,30,technician,married,secondary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5435,31,blue-collar,single,secondary,no,-78.0,yes,yes,unknown,23,may,0,unknown,no
5436,30,management,married,tertiary,no,302.0,yes,yes,unknown,23,may,0,unknown,no
5437,44,administrative,married,unknown,no,-299.0,yes,no,unknown,23,may,0,unknown,no
5438,31,unemployed,single,tertiary,no,1611.0,yes,no,unknown,23,may,0,unknown,no
5439,34,management,married,tertiary,no,498.0,yes,no,unknown,23,may,0,unknown,no
5440,32,administrative,married,secondary,no,0.0,no,no,unknown,23,may,0,unknown,no
5441,26,unemployed,married,tertiary,no,454.0,yes,yes,unknown,23,may,0,unknown,no
5442,39,self-employed,divorced,secondary,no,0.0,yes,no,unknown,23,may,0,unknown,no
5443,35,administrative,divorced,secondary,no,30.0,no,no,unknown,23,may,0,unknown,no
5444,35,services,single,secondary,no,511.0,yes,yes,unknown,23,may,0,unknown,no
5445,32,administrative,single,secondary,no,127.0,yes,no,unknown,23,may,0,unknown,no
5446,32,services,single,secondary,no,1940.0,yes,no,unknown,23,may,0,unknown,no
5447,30,services,married,secondary,no,-108.0,yes,no,unknown,23,may,0,unknown,no
5448,43,administrative,divorced,secondary,no,242.0,yes,no,unknown,23,may,0,unknown,no
5449,29,blue-collar,single,secondary,no,1012.0,yes,no,unknown,23,may,0,unknown,no
5450,27,administrative,married,secondary,no,-393.0,yes,yes,unknown,23,may,0,unknown,no
5451,27,services,single,secondary,no,430.0,yes,no,unknown,23,may,0,unknown,no
